,k8_GEP1,k8_GEP2,k8_GEP3,k8_GEP4,k8_GEP5,k8_GEP6,k8_GEP7,k8_GEP8,k9_GEP1,k9_GEP2,k9_GEP3,k9_GEP4,k9_GEP5,k9_GEP6,k9_GEP7,k9_GEP8,k9_GEP9,k10_GEP1,k10_GEP2,k10_GEP3,k10_GEP4,k10_GEP5,k10_GEP6,k10_GEP7,k10_GEP8,k10_GEP9,k10_GEP10,k11_GEP1,k11_GEP2,k11_GEP3,k11_GEP4,k11_GEP5,k11_GEP6,k11_GEP7,k11_GEP8,k11_GEP9,k11_GEP10,k11_GEP11,k12_GEP1,k12_GEP2,k12_GEP3,k12_GEP4,k12_GEP5,k12_GEP6,k12_GEP7,k12_GEP8,k12_GEP9,k12_GEP10,k12_GEP11,k12_GEP12
k10_GEP8,-0.12914373081830902,-0.1705902314458819,-0.1149798247536413,-0.0672122774903138,-0.09700899357352465,0.9763272288351078,-0.070554866866806,0.12128669404435748,-0.11104575513104012,-0.17166515270560387,-0.11569674843178775,-0.06870380363309535,-0.0983448788136273,0.9805300552915006,-0.07260069350455266,0.16914176649871654,-0.0502711532632495,-0.17102506390583463,0.05942074786630302,-0.13552810570178536,-0.11471944022514892,-0.06686831922318394,-0.09699978647876989,-0.07182602663793088,1.0,-0.05100348547589653,0.16273738905813318,-0.17031686828847162,0.060177957379798856,-0.13504496850926853,-0.0666807445769459,-0.10854472321807937,-0.0966994767477069,-0.0714645782296306,0.9999992057342807,-0.08424799722180613,-0.05096959765654575,0.16154294201878336,-0.17256811330764485,-0.007597108920803483,-0.14881631695562408,-0.06996011434206953,-0.09844337965325634,0.995994401417584,-0.1019925406474966,-0.07198901724419844,-0.08592424611456971,-0.10497673242407873,-0.05040476565570941,0.1878065859513137
k10_GEP9,-0.11052631036408318,0.044601048699301565,-0.026349274950865576,0.11203618522480621,0.09646096990232042,-0.06069365258648146,0.03626959503246385,-0.018475810207991133,-0.13699043444443357,-0.0007437403527537922,-0.04055747545119577,0.037548818409614576,0.04805678078100937,-0.05033689340428038,-0.006846120024933116,-0.024807612785515607,0.9993895599430117,-0.01656121946848815,-0.09721621067833097,-0.10924149987887066,-0.0463398111587114,0.016852806156779417,0.0269217640174085,-0.020632652059401062,-0.05100348547589653,1.0,-0.025480890126504684,-0.016305818658068138,-0.09708255389506532,-0.10911314554462634,0.017070056877037942,-0.04473666348828725,0.027095590256099568,-0.02055562334545722,-0.05097414933523738,-0.034627829587268115,0.9999891052786369,-0.02545021736361127,-0.02078117599606656,-0.09412138432029617,-0.10109270592825409,0.01191074471783998,0.013874610473779334,-0.059033015477551944,-0.046487272841048026,-0.022986312915354672,-0.03844750883245322,-0.03592704056777836,0.9994332886083555,-0.021027042935938222
k10_GEP10,-0.16356560057766661,-0.08900692142900296,-0.05231456736507392,-0.015756647472703177,-0.057716720776370425,0.17616169724310551,-0.04940698744027742,0.900371967548498,-0.11128953449526777,-0.09028786636566384,-0.05680095493192277,-0.019604740163163673,-0.05958260759424952,0.16233666053266405,-0.05313772419888149,0.9735829788584511,-0.025309182803430735,-0.09074142225671238,0.04140333798029409,-0.11665168025460926,-0.05714946199666571,-0.020012761537956655,-0.0593416173757009,-0.05316496710415312,0.16273738905813318,-0.025480890126504684,1.0,-0.09027610739432171,0.04181555186149036,-0.11682987774876737,-0.01962202344543679,-0.049860708809780725,-0.059080502054326335,-0.053093134575591804,0.16297456577380473,-0.0552790406678996,-0.025589546077488715,0.9999540764597517,-0.09541502697145691,0.13260655173187363,-0.09976627373740872,-0.027305746697921587,-0.05441707990067753,0.13909977475211024,-0.0508668088019277,-0.05900153619575549,-0.060028122684710895,-0.04726762562068958,-0.029408169702562353,0.9928845986836725
k11_GEP1,-0.4696119178337241,0.9980829048317647,-0.26667444991849776,-0.026654263160526305,-0.0965120162042924,-0.20237779367176914,-0.1683892844613475,-0.1457434160376304,-0.4859513316146035,0.9998534117916316,-0.2625197967137009,-0.020445921540822174,-0.09234973800773655,-0.17737244165552749,-0.16345241554978424,-0.10870520508656718,-0.01701020088698739,0.999998721023978,-0.35955309512933004,-0.35099143761545215,-0.2632076776436514,-0.020947401310934585,-0.09175385893402965,-0.1639518392946509,-0.17031686828847162,-0.016305818658068138,-0.09027610739432171,1.0,-0.3587734105557003,-0.3504683875304574,-0.020147120249417515,-0.25282619984519317,-0.09058710457430495,-0.16338398424448153,-0.17028486296036655,-0.1999354578183573,-0.016139110800929266,-0.09042378651592817,0.9996194798920601,-0.34496099680424175,-0.3458945353778353,-0.032511478231900204,-0.12350102612378647,-0.1934703889751647,-0.23658739849462862,-0.16948600945265643,-0.21207448703237763,-0.23775921725979624,-0.021143299696500684,-0.07379405234142321
k11_GEP2,0.5833593608153513,-0.3584929068156068,-0.28499179165112365,-0.236520895537853,-0.2425871888340241,0.24900192241329053,-0.1811428557030889,0.39709619135297,0.6473515302082853,-0.35781147090830134,-0.2872004965751794,-0.2336539818842713,-0.24097088264725613,0.2106359271315966,-0.17963951221000277,0.22263055746251406,-0.10439887965269341,-0.35875271997588676,0.9998354722023536,-0.021663844227614557,-0.26507238465581834,-0.22547809917864228,-0.2341207167184453,-0.16185805907000295,0.060177957379798856,-0.09708255389506532,0.04181555186149036,-0.3587734105557003,1.0,-0.01945206019695216,-0.22562158018069164,-0.25171174672759555,-0.23345921518087306,-0.16105976516963547,0.060264238328512215,-0.1834273958465085,-0.09702971085526091,0.042001145103446755,-0.35549303480169825,0.9850991670049811,-0.03179551378527881,-0.21522341697855438,-0.2138429733150763,0.1118841900834663,-0.23859175188379936,-0.15229831909878153,-0.17991781600132334,-0.23970290613568215,-0.09379584844034203,-0.017994724470097673
k11_GEP3,0.7896585113968412,-0.3617755716256004,-0.09965322596551093,-0.18199459882763655,-0.18988092514751803,-0.2214167920572103,-0.07000414169905407,-0.27322928955872755,0.7457603448359672,-0.3570904402647159,-0.10124534586671931,-0.17724717716416402,-0.1866090195735938,-0.25300061860754064,-0.06846540038559414,-0.24259181028052942,-0.09602621404514546,-0.35011979842202157,-0.018486214360858618,0.9998911027247419,-0.12293598477417875,-0.17722129686826846,-0.18763119898310615,-0.08157794187793024,-0.13504496850926853,-0.10911314554462634,-0.11682987774876737,-0.3504683875304574,-0.01945206019695216,1.0,-0.17761624536084475,-0.11850436385251294,-0.18754229512293927,-0.08115434961931337,-0.13460724717299635,-0.0946731971076145,-0.10917278410826242,-0.11647185643717337,-0.34578375442888387,-0.024372100618662237,0.9876877757218624,-0.16246380868557692,-0.16293874752069357,-0.11496276311910102,-0.09164063461584748,-0.07202188241905587,-0.09232743122462028,-0.1267831530659084,-0.10947330370937342,-0.11290006103857357
k11_GEP4,-0.2690715410742002,-0.021348775065237552,-0.07277290679826251,0.9953262363426654,-0.0131166734876904,-0.09063844401447217,-0.036063584062585884,-0.06595152089852019,-0.27709962034641794,-0.019123821391805053,-0.07049487321450208,0.9997443634564972,-0.011033043450134613,-0.07646530804117757,-0.033684194872465385,-0.036486293334251,0.013379843030511046,-0.020641168997390387,-0.22605783811990268,-0.17770389930156974,-0.07137103106203141,0.9999971187948414,-0.01297963200342523,-0.035142364066334184,-0.0666807445769459,0.017070056877037942,-0.01962202344543679,-0.020147120249417515,-0.22562158018069164,-0.17761624536084475,1.0,-0.06807757725822133,-0.012458677124826387,-0.0350057940087263,-0.06663865643325162,-0.05632854774077962,0.016984997637421027,-0.019714505739686236,-0.02551071491992703,-0.2214715400401163,-0.1846236198051245,0.9990579190359139,-0.030164797582605162,-0.08158674041479702,-0.06534878109031667,-0.03827485301584333,-0.05895155082461129,-0.06275936284201838,0.01623333664139062,-0.007946496407707138
k11_GEP5,-0.2544083871345352,-0.2536820804105187,0.9590833534679641,-0.06596310570849018,-0.08316436009420668,-0.13891767811452763,0.0501280959148453,-0.09776648899948043,-0.25977994817353,-0.2518918867504665,0.9592042949362396,-0.06547146791227489,-0.08248792052206015,-0.12367151996117447,0.051011982230495974,-0.07054848098640054,-0.04505565385337928,-0.2518851740676012,-0.2562443566600075,-0.11096580820602057,0.9594258047346955,-0.06710404307671955,-0.08316429410029982,0.04974166435535287,-0.10854472321807937,-0.04473666348828725,-0.049860708809780725,-0.25282619984519317,-0.25171174672759555,-0.11850436385251294,-0.06807757725822133,1.0,-0.08419522173403808,0.04578258133030531,-0.10939909425505714,0.5189813230172838,-0.045997574482259045,-0.05220735172071984,-0.25874054188535356,-0.24278884647152926,-0.09299804353208257,-0.07565330439207185,-0.07296773178223145,-0.12644078531999692,0.9607582149368223,0.03678708105101544,0.551210939079802,0.8898814660430998,-0.047096527349055305,-0.04469180001611894
k11_GEP6,-0.27588225458929194,-0.09247873030397405,-0.08924938183722468,-0.014058458120469556,0.9975060568522777,-0.12059963940586155,-0.05667813664585044,-0.09884862284456084,-0.2853112684972377,-0.08996463374022952,-0.08698559601266892,-0.01054197848645841,0.9997281207999054,-0.10419432726911823,-0.05399113956279122,-0.07298893763475466,0.023778043846332475,-0.09071200128939498,-0.23312257265006775,-0.1875456582619481,-0.08778758969367391,-0.012089470044676991,0.999974100313067,-0.054927550232780065,-0.0966994767477069,0.027095590256099568,-0.059080502054326335,-0.09058710457430495,-0.23345921518087306,-0.18754229512293927,-0.012458677124826387,-0.08419522173403808,1.0,-0.05493214803876992,-0.09673321881339256,-0.06799454812279693,0.02680665736328895,-0.05915985993376446,-0.08060523721303817,-0.2235836741326874,-0.1896924840233426,-0.0045994531631069835,0.9944581119219448,-0.10437998792006913,-0.07197704159234236,-0.05368130909140961,-0.07571670980039441,-0.08292553461304317,0.03717772746124698,-0.0499724060468232
k11_GEP7,-0.16312215409460862,-0.16632940876259908,0.045783448884540986,-0.03757203528162745,-0.05700728278292276,-0.08978214288014436,0.9979692192022473,-0.07897140630055924,-0.16706850284848251,-0.16309433920875774,0.047742993941296226,-0.033557137574052445,-0.05408455058794476,-0.07898253036212051,0.999606109579299,-0.06468684125517431,-0.021444792409725813,-0.1638938216158444,-0.16116625438413953,-0.080607182142799,0.047527019570806836,-0.03529016257146452,-0.05485052524112028,0.9999820557585973,-0.0714645782296306,-0.02055562334545722,-0.053093134575591804,-0.16338398424448153,-0.16105976516963547,-0.08115434961931337,-0.0350057940087263,0.04578258133030531,-0.05493214803876992,1.0,-0.07144841200581042,0.02464481729166479,-0.020504630509087532,-0.05313352629375895,-0.16811542923616604,-0.16093960425394924,-0.07551735431715705,-0.041059502760376225,-0.0550959296275349,-0.08323160919944352,0.053534284866812824,0.9992751262785694,0.022215115752899715,0.048596805694026246,-0.02251782479482949,-0.04541782182731149
k11_GEP8,-0.12872018471261001,-0.1705611261039403,-0.11570986994905667,-0.06717389555209564,-0.09704037253115218,0.9763081036257988,-0.07054111712868034,0.12138279091672079,-0.11064784915211588,-0.17163711660903586,-0.11642660668402721,-0.06866498620611138,-0.09837718763372053,0.9804825045555412,-0.07258684781280003,0.16931078968839045,-0.05023793177005556,-0.1709936680859307,0.05951775181837715,-0.1351016321034177,-0.11545598505081878,-0.06682684367607786,-0.09703240554143366,-0.07181460385794101,0.9999992057342807,-0.05097414933523738,0.16297456577380473,-0.17028486296036655,0.060264238328512215,-0.13460724717299635,-0.06663865643325162,-0.10939909425505714,-0.09673321881339256,-0.07144841200581042,1.0,-0.08444488006442791,-0.050937807437410304,0.1617850688971977,-0.17252448597806344,-0.0075112135316064655,-0.14844765708527133,-0.06989573136008395,-0.09848899417628411,0.9960175322128609,-0.10285794198580628,-0.07195050424090851,-0.08614949761232527,-0.1056473265509735,-0.050363283532772,0.1880780349037254
k11_GEP9,-0.18861722016097324,-0.20042293125733968,0.7367583861144632,-0.056455878658347565,-0.06180202000157402,-0.09939228412004633,0.022041363613880757,-0.08351960477731539,-0.19233875569060696,-0.19929198646304502,0.7372276290798954,-0.05582456540536009,-0.06133354623917213,-0.08926089854884477,0.022971905181786056,-0.06535472935402191,-0.034551892450094074,-0.19932437639757863,-0.1709509987121904,-0.10126861277457323,0.7388514425478393,-0.05646019860915931,-0.06144337888944801,0.023064593274630035,-0.08424799722180613,-0.034627829587268115,-0.0552790406678996,-0.1999354578183573,-0.1834273958465085,-0.0946731971076145,-0.05632854774077962,0.5189813230172838,-0.06799454812279693,0.02464481729166479,-0.08444488006442791,1.0,-0.03167908887362484,-0.048808452658003376,-0.20424098889519818,-0.18423235574843988,-0.0803283792802048,-0.06332683571353323,-0.05135703909121476,-0.09505338078454706,0.36736455552690783,0.022201042534889383,0.9967942448049814,0.6365976424101447,-0.03557421690686383,-0.0410933843112048
k11_GEP10,-0.11050774865295956,0.044772912649183934,-0.026385531758544613,0.11193027841776834,0.09619426628468272,-0.06061004051522838,0.0362813408374346,-0.018559579138120542,-0.13697570794269542,-0.0005768709393903259,-0.04058954133210652,0.037450987965870014,0.0477916368200202,-0.05026364652751901,-0.006828720570357721,-0.02489292589775858,0.9993851645064994,-0.01639501786181671,-0.09708448630876577,-0.10936280520057114,-0.04636126373586518,0.016763288381251042,0.026661500315454657,-0.020604879230511297,-0.05096959765654575,0.9999891052786369,-0.025589546077488715,-0.016139110800929266,-0.09702971085526091,-0.10917278410826242,0.016984997637421027,-0.045997574482259045,0.02680665736328895,-0.020504630509087532,-0.050937807437410304,-0.03167908887362484,1.0,-0.025518302364573434,-0.02061305501562062,-0.09412544731752019,-0.10124542102853178,0.011822727245315641,0.013653571692591028,-0.058972516448414024,-0.04831004016433772,-0.022906846429687242,-0.03562908485817111,-0.036228839914581805,0.9994280139022189,-0.021065545591593897
k11_GEP11,-0.16313523523521292,-0.08914987511079087,-0.052037337851433274,-0.015863523815286235,-0.05773593002806797,0.17507682873458671,-0.049503601197906595,0.9005470802455211,-0.11083074924298195,-0.0904332470799341,-0.05652409182288934,-0.019710354143324105,-0.05960242079998201,0.16122479912338736,-0.05323328070441682,0.9735896897175841,-0.0252848794979152,-0.09088916986791469,0.04175933937784838,-0.11642349283542462,-0.05686294797279731,-0.020113465392748803,-0.0593608376384942,-0.05325352449326413,0.16154294201878336,-0.02545021736361127,0.9999540764597517,-0.09042378651592817,0.042001145103446755,-0.11647185643717337,-0.019714505739686236,-0.05220735172071984,-0.05915985993376446,-0.05313352629375895,0.1617850688971977,-0.048808452658003376,-0.025518302364573434,1.0,-0.09555263763114946,0.1328799576838415,-0.0994351821849034,-0.027392928700720437,-0.05450679452324492,0.13791688220476317,-0.05447636703339248,-0.058988775868731455,-0.05382016365412849,-0.04754680236516187,-0.029343631419926467,0.992872141394842
k12_GEP1,-0.4623462190012587,0.9973291206046894,-0.273020234465919,-0.0326560180411751,-0.08694920371444682,-0.20390532787460983,-0.17360283921400585,-0.15224489902711405,-0.479465955338018,0.9993501756646582,-0.26871204166203494,-0.025972552430690087,-0.08252414804788218,-0.17937596177792328,-0.16834402450475672,-0.11434433663030188,-0.02166844378657364,0.9996328920327661,-0.3562373809233329,-0.34636685985474913,-0.26930229300190667,-0.02627561450963855,-0.08179475034842205,-0.16869532890567165,-0.17256811330764485,-0.02078117599606656,-0.09541502697145691,0.9996194798920601,-0.35549303480169825,-0.34578375442888387,-0.02551071491992703,-0.25874054188535356,-0.08060523721303817,-0.16811542923616604,-0.17252448597806344,-0.20424098889519818,-0.02061305501562062,-0.09555263763114946,1.0,-0.34360837998914234,-0.34386177477077134,-0.0368237230894617,-0.11424320859172914,-0.194152782615629,-0.24153363239161743,-0.1733676763532348,-0.2160562097672104,-0.2428770330173235,-0.02486687879745932,-0.0775845280096171
k12_GEP2,0.5597640547203845,-0.3441727845967069,-0.27660658341414013,-0.2312354316758714,-0.23229270171073477,0.1774752345289975,-0.17978876459772766,0.4945297204467524,0.6308724338138639,-0.34365255142294393,-0.27949684319412565,-0.22899221198315906,-0.2308273028645259,0.1405280294552719,-0.17886292793089714,0.3135904130681223,-0.10135937874997256,-0.34494898752183323,0.98481375163486,-0.026328897746158434,-0.2580511706386568,-0.22141742793091906,-0.22427712377067552,-0.1616749621530221,-0.007597108920803483,-0.09412138432029617,0.13260655173187363,-0.34496099680424175,0.9850991670049811,-0.024372100618662237,-0.2214715400401163,-0.24278884647152926,-0.2235836741326874,-0.16093960425394924,-0.0075112135316064655,-0.18423235574843988,-0.09412544731752019,0.1328799576838415,-0.34360837998914234,1.0,-0.028381147861433715,-0.21412004608528487,-0.205755852217972,0.03402124653018028,-0.23081846844844178,-0.15516746432662767,-0.18256147916568047,-0.23359568352083715,-0.0924346218853282,0.05991605482976554
k12_GEP3,0.7653375144695735,-0.3563443552875216,-0.07319441056058758,-0.18701675597708714,-0.19107784241934112,-0.2366674403368607,-0.06252955216579584,-0.24917524744081693,0.725120399395762,-0.35207000429768953,-0.07543903160369375,-0.1835089638058595,-0.18827492417842745,-0.26680083378445574,-0.06193636817318688,-0.22372742585197636,-0.08822451622871104,-0.3455844405222248,-0.031063179581813198,0.987982436334645,-0.0979990242569141,-0.18436432783191248,-0.18973297265691755,-0.07587246345933353,-0.14881631695562408,-0.10109270592825409,-0.09976627373740872,-0.3458945353778353,-0.03179551378527881,0.9876877757218624,-0.1846236198051245,-0.09299804353208257,-0.1896924840233426,-0.07551735431715705,-0.14844765708527133,-0.0803283792802048,-0.10124542102853178,-0.0994351821849034,-0.34386177477077134,-0.028381147861433715,1.0,-0.17449096368234432,-0.1659115312046702,-0.13604417371200436,-0.07491224964941956,-0.07083152547171574,-0.08065100654279135,-0.09962590612258983,-0.10440741956445171,-0.10273211370358779
k12_GEP4,-0.24827816587373408,-0.03418762526356546,-0.08138759424790948,0.9935810194949294,-0.005728893583315006,-0.09254602347490623,-0.042695053308546185,-0.07523136215782626,-0.25756469264531384,-0.03167829953361292,-0.07894523605484764,0.9985413927041652,-0.003376683540968605,-0.0795613070596139,-0.039946804594558405,-0.044994529046040885,0.008135238962552572,-0.03298423884848984,-0.21562168318468874,-0.1626301017201226,-0.07969833426302429,0.9991142655496701,-0.005159689078059234,-0.04120385512504329,-0.06996011434206953,0.01191074471783998,-0.027305746697921587,-0.032511478231900204,-0.21522341697855438,-0.16246380868557692,0.9990579190359139,-0.07565330439207185,-0.0045994531631069835,-0.041059502760376225,-0.06989573136008395,-0.06332683571353323,0.011822727245315641,-0.027392928700720437,-0.0368237230894617,-0.21412004608528487,-0.17449096368234432,1.0,-0.022773872418419012,-0.08204356543455661,-0.07094841518959712,-0.042888342355413736,-0.06514966966013959,-0.0698828798939202,0.012228419734652116,-0.013782577845124678
k12_GEP5,-0.2451526912868494,-0.12621077196348118,-0.07510955938425339,-0.032600151166179835,0.9913210501751553,-0.12016444291662201,-0.05739520901143433,-0.09332139629016935,-0.2541450823987119,-0.12323822304963448,-0.07287379050823525,-0.028498846997642657,0.9939532150294855,-0.10574033193460079,-0.05438005809110227,-0.06825465585465282,0.011993400911188036,-0.12362633023883518,-0.2133765350075615,-0.16300415549016564,-0.07359085897487058,-0.0298566308524484,0.9946222290527215,-0.05511328695543295,-0.09844337965325634,0.013874610473779334,-0.05441707990067753,-0.12350102612378647,-0.2138429733150763,-0.16293874752069357,-0.030164797582605162,-0.07296773178223145,0.9944581119219448,-0.0550959296275349,-0.09848899417628411,-0.05135703909121476,0.013653571692591028,-0.05450679452324492,-0.11424320859172914,-0.205755852217972,-0.1659115312046702,-0.022773872418419012,1.0,-0.10365195975506386,-0.06636682096107262,-0.05409623620234083,-0.06028132155746564,-0.066102648942183,0.02198091483182576,-0.04609537607601061
k12_GEP6,-0.07666749618345711,-0.19426184737156715,-0.13420586694924388,-0.08340141801887237,-0.10549724513416212,0.9829544885635841,-0.08383601652912435,0.10670481952795656,-0.05927294906308137,-0.19504456416150354,-0.13472615155262943,-0.08420298317065421,-0.10651622181426901,0.9835393624414097,-0.08536827647923435,0.15053284545906365,-0.05848994824280609,-0.19414166629829552,0.11121782376912001,-0.11568308054352812,-0.13270966646758395,-0.08169450599210747,-0.10470691688242283,-0.08365296446103047,0.995994401417584,-0.059033015477551944,0.13909977475211024,-0.1934703889751647,0.1118841900834663,-0.11496276311910102,-0.08158674041479702,-0.12644078531999692,-0.10437998792006913,-0.08323160919944352,0.9960175322128609,-0.09505338078454706,-0.058972516448414024,0.13791688220476317,-0.194152782615629,0.03402124653018028,-0.13604417371200436,-0.08204356543455661,-0.10365195975506386,1.0,-0.11801754683135292,-0.08126864553071003,-0.09554785181070025,-0.12027283271949041,-0.05722936817864162,0.1668902239162752
k12_GEP7,-0.2233153231211506,-0.23781142950740847,0.8785106263011578,-0.06403829095124795,-0.07248800314314807,-0.13341483336529072,0.05823567689006982,-0.10249730645411514,-0.23006117420660338,-0.23587503837098145,0.8787359110194208,-0.0628881090444006,-0.07147772734234442,-0.11952161072532738,0.05942733791028002,-0.07459590238356009,-0.04716125875872638,-0.23568875981453477,-0.24563384149833095,-0.0822663321492787,0.8783876139049779,-0.06422148575186917,-0.07208229171925264,0.05799283004156385,-0.1019925406474966,-0.046487272841048026,-0.0508668088019277,-0.23658739849462862,-0.23859175188379936,-0.09164063461584748,-0.06534878109031667,0.9607582149368223,-0.07197704159234236,0.053534284866812824,-0.10285794198580628,0.36736455552690783,-0.04831004016433772,-0.05447636703339248,-0.24153363239161743,-0.23081846844844178,-0.07491224964941956,-0.07094841518959712,-0.06636682096107262,-0.11801754683135292,1.0,0.042885881894087326,0.4147170519749566,0.7314610109180465,-0.0469900205791363,-0.045872985319268776
k12_GEP8,-0.14846744017476346,-0.1726851959106236,0.03754236365485346,-0.04134851151688044,-0.05599503993234072,-0.08881358927846913,0.996758841941721,-0.08603549967941326,-0.15341800768511807,-0.16931769667024102,0.039634953703495526,-0.03702114071133768,-0.05294495851392626,-0.07894498154889219,0.9986297230478663,-0.07094553225047856,-0.023949207737129254,-0.16998046521865204,-0.15226959729907266,-0.07164723303553745,0.03960260678677616,-0.038516774704096216,-0.05359803023263309,0.9992171553053875,-0.07198901724419844,-0.022986312915354672,-0.05900153619575549,-0.16948600945265643,-0.15229831909878153,-0.07202188241905587,-0.03827485301584333,0.03678708105101544,-0.05368130909140961,0.9992751262785694,-0.07195050424090851,0.022201042534889383,-0.022906846429687242,-0.058988775868731455,-0.1733676763532348,-0.15516746432662767,-0.07083152547171574,-0.042888342355413736,-0.05409623620234083,-0.08126864553071003,0.042885881894087326,1.0,0.019550750917376156,0.04623356463597697,-0.024076987824432478,-0.04941496626306749
k12_GEP9,-0.1835505244541221,-0.21273947980944785,0.7607578966043409,-0.05944369287020574,-0.06988430999557946,-0.1002344676194915,0.019479195421110533,-0.0891500463395182,-0.18777058439911434,-0.21146375931801764,0.7612836993552037,-0.05852512470566196,-0.06927068556209787,-0.09042944484942775,0.020605003638469562,-0.07024409337067229,-0.03889235134984729,-0.21142297522599557,-0.16797473499531954,-0.098376514786563,0.7631132852231776,-0.058991260700572215,-0.06931258200243579,0.020843456010139122,-0.08592424611456971,-0.03844750883245322,-0.060028122684710895,-0.21207448703237763,-0.17991781600132334,-0.09232743122462028,-0.05895155082461129,0.551210939079802,-0.07571670980039441,0.022215115752899715,-0.08614949761232527,0.9967942448049814,-0.03562908485817111,-0.05382016365412849,-0.2160562097672104,-0.18256147916568047,-0.08065100654279135,-0.06514966966013959,-0.06028132155746564,-0.09554785181070025,0.4147170519749566,0.019550750917376156,1.0,0.6375840797863894,-0.038576319730697535,-0.04502580962863123
k12_GEP10,-0.252048766100141,-0.23833672700640213,0.9106512538650334,-0.060264377923270065,-0.08011397959543444,-0.13083435984616992,0.05151808829503664,-0.09124592055209604,-0.25726258206286134,-0.23685576750449597,0.9108764400304797,-0.06045161677237612,-0.07990039983218432,-0.11649250220963425,0.05210645092176155,-0.06458302015389447,-0.035181312354961136,-0.23689076121406236,-0.24005807059726497,-0.12309526100925955,0.9117410311219075,-0.06209510851535413,-0.0805567272543949,0.05127999152180211,-0.10497673242407873,-0.03592704056777836,-0.04726762562068958,-0.23775921725979624,-0.23970290613568215,-0.1267831530659084,-0.06275936284201838,0.8898814660430998,-0.08292553461304317,0.048596805694026246,-0.1056473265509735,0.6365976424101447,-0.036228839914581805,-0.04754680236516187,-0.2428770330173235,-0.23359568352083715,-0.09962590612258983,-0.0698828798939202,-0.066102648942183,-0.12027283271949041,0.7314610109180465,0.04623356463597697,0.6375840797863894,1.0,-0.039475865551581536,-0.03862161658235926
k12_GEP11,-0.1074770106367173,0.03968568283349326,-0.028848720896423676,0.11087578564125454,0.10640775910928156,-0.05912973654529606,0.03396711350330826,-0.02277498154765328,-0.13444180771670325,-0.005593178568794663,-0.04295137256145729,0.03659641384111819,0.05807639362223893,-0.04900354013137086,-0.008987872831890918,-0.028568469177052896,0.9984213886767422,-0.021384719843051105,-0.0938677175640331,-0.1096656910899766,-0.048535164680835886,0.01606220116236811,0.036987421897756736,-0.02259886017019531,-0.05040476565570941,0.9994332886083555,-0.029408169702562353,-0.021143299696500684,-0.09379584844034203,-0.10947330370937342,0.01623333664139062,-0.047096527349055305,0.03717772746124698,-0.02251782479482949,-0.050363283532772,-0.03557421690686383,0.9994280139022189,-0.029343631419926467,-0.02486687879745932,-0.0924346218853282,-0.10440741956445171,0.012228419734652116,0.02198091483182576,-0.05722936817864162,-0.0469900205791363,-0.024076987824432478,-0.038576319730697535,-0.039475865551581536,1.0,-0.023626909262295052
k12_GEP12,-0.1914429454750494,-0.07291151847822916,-0.04270710024010587,-0.004136436479042132,-0.04821464000852269,0.19184579749194308,-0.04128499807365685,0.8547892842285575,-0.14686606114464876,-0.07417659783953456,-0.04671353074429003,-0.007824340709661676,-0.05014869502926638,0.1784483282195675,-0.044767058288156684,0.9504367358753848,-0.020373071393975605,-0.07425565677496215,-0.018136232197969605,-0.11289072107011798,-0.04806872613396036,-0.008287548897269657,-0.05014521737094101,-0.045511299397557554,0.1878065859513137,-0.021027042935938222,0.9928845986836725,-0.07379405234142321,-0.017994724470097673,-0.11290006103857357,-0.007946496407707138,-0.04469180001611894,-0.0499724060468232,-0.04541782182731149,0.1880780349037254,-0.0410933843112048,-0.021065545591593897,0.992872141394842,-0.0775845280096171,0.05991605482976554,-0.10273211370358779,-0.013782577845124678,-0.04609537607601061,0.1668902239162752,-0.045872985319268776,-0.04941496626306749,-0.04502580962863123,-0.03862161658235926,-0.023626909262295052,1.0
